C:\Python27\python.exe F:/hhly/scrapy/law/law_rule/wenshu_law/test.py
最高人民法院关于处理自首和主动若干具体问题的意见 >>>>>>>>>>> 2
最高人民法院、最高人民检察院关于办理盗窃油气、破坏易燃易爆设备等刑事案件具体应用法律若干问题的解释 >>>>>>>>>>> 2
契税暂行条例 >>>>>>>>>>> 2
关于办理盗窃、盗掘、非法经营和走私文物的案件具体应用法律的若干问题的解释 >>>>>>>>>>> 2
全国人大常委会关于〈中华人民共和国刑法〉第二百九十四条第一款的解释 >>>>>>>>>>> 2
关于处理自首和立动具体应用法律若干问题的解释 >>>>>>>>>>> 2
&times;&times;人民共和国刑法 >>>>>>>>>>> 2
关于对我省诈骗罪数额认定标准的规定 >>>>>>>>>>> 2
贵州省高级人民法院关于我省办理破坏社会主义市场经济秩序罪、侵犯财产罪及渎职罪部分案件数额认定标准的暂行规定 >>>>>>>>>>> 2
关于依法办理非法生产、销售、使用“伪基站”设备案件的意见 >>>>>>>>>>> 2
最高人民法院关于村民小组组长利用职务便利非法占有公共财物行为如何定性问题的批复 >>>>>>>>>>> 2
最高人民法院关于审理非法医刑事案件具体应用法律若干问题的解释 >>>>>>>>>>> 2
最高人民法院关于适用〈中华人民共和国婚姻法〉若干问题的解释（一） >>>>>>>>>>> 2
关于盗窃罪数额认定标准问题的规定 >>>>>>>>>>> 2
汕头市市级环境保护专项资金使用管理办法 >>>>>>>>>>> 2
最高人民法院关于适用<中华人民共和国保险法>若干问题的解释 >>>>>>>>>>> 2
最高人民法院关于办理非法制造、买卖、运输、私藏钢珠枪犯罪案件适用法律问题的通知 >>>>>>>>>>> 2
中华人民共和国形似诉讼法 >>>>>>>>>>> 2
最高人民法院关于适用＜中华人民共和国事诉讼法＞的解释 >>>>>>>>>>> 2
公安机关缴获毒品管理规定 >>>>>>>>>>> 2
燃料采购结算单 >>>>>>>>>>> 2
最高人民法院、最高人民检察院关于办理盗窃刑案件适用法律若干问题的解释 >>>>>>>>>>> 2
中华人民共和国卫生部、国家食品药品监督管理局公告 >>>>>>>>>>> 2
全国人大常委会关于＜中华人民共和国刑法＞第三百一十三条的解释 >>>>>>>>>>> 2
最高人民法院等部门关于依法办理非法生产销售使用“伪基站”设备案件的意见 >>>>>>>>>>> 2
最高人民法院印发《关于适用〈惩治虚开、伪造和非法出售增值税专用发票犯罪的决定〉的若干问题的解释》的通知 >>>>>>>>>>> 2
关于司法解释工作的规定 >>>>>>>>>>> 2
税收减免管理办法（试行） >>>>>>>>>>> 2
最高人民法院关于审理社会性质组织犯罪案件具体运用法律的若干问题的解释 >>>>>>>>>>> 2
全国人大常委会关于﹤中华人民共和国刑法﹥第三十条的解释 >>>>>>>>>>> 2
关于被告人对行为性质的辩解是否影响自首成立问题的批复 >>>>>>>>>>> 2
交通事故处理工作规范 >>>>>>>>>>> 2
全国人大常委会关于〈刑法〉第九十三条第二款的解释 >>>>>>>>>>> 2
危险废物经营许可证管理办法 >>>>>>>>>>> 2
人民警察法 >>>>>>>>>>> 2
剧毒化学品目录 >>>>>>>>>>> 2
公安机关适用继续盘问程序规定 >>>>>>>>>>> 2
最高法院关于自首和立功的意见 >>>>>>>>>>> 2
河南省高级人民法院河南省人民检察院河南省公安厅关于办理森林和野生动植物资源刑事案件若干问题的规定 >>>>>>>>>>> 2
最高人民法院、最高人民检察院关于办理危害刑事案件适用法律若干问题的解释 >>>>>>>>>>> 2
广西道路交通事故损害赔偿项目计算标准 >>>>>>>>>>> 2
中华人民共和国刑事诉诉法 >>>>>>>>>>> 2
关于办理非法生产、销售烟专卖品等刑事案件具体应用法律若干问题的解释 >>>>>>>>>>> 2
全国人民代表大会常务委员会关于＜中华人民共和国刑法＞第二百九十四条第一款的解释 >>>>>>>>>>> 2
关于适用<中华人民共和国侵权责任法>若干问题的通知 >>>>>>>>>>> 2
全国人民代表大会常务委员会关于&lt；；中华人民共和国刑法&gt；；第九十三条第二款的解释 >>>>>>>>>>> 2
土地增值税暂行条例 >>>>>>>>>>> 2
全国人民代表大会常委会关于﹤中华人民共和国刑法﹥第九十三条第二款的解释 >>>>>>>>>>> 2
本院认为，被告人李某在道路上醉酒驾驶机动车，其行为已构成危险驾驶罪，公诉机关指控罪名成立，依法予以支持。事故发生后被告人李某积极赔偿被害人经济损失，认罪态度较好，可酌情从轻处罚。根据被告人李某的犯罪情节和悔罪表现，可以对其适用缓刑。依照中华人民共和国刑法 >>>>>>>>>>> 2
中华人民共和国农民专业合作社法 >>>>>>>>>>> 2
关于处理自首和立具体应用法律若干问题的解释 >>>>>>>>>>> 2
全国人民代表大会常务委员会关于<；中华人民共和国刑法>；第九十三条第二款的解释 >>>>>>>>>>> 2
河南省高级人民法院人民检察院公安厅关于进一步规范伤害案件伤情鉴定工作程序的通知 >>>>>>>>>>> 2
机动车强制报废标准规定 >>>>>>>>>>> 2
关于适用侵权责任法若干问题的通知 >>>>>>>>>>> 2
本院认为，被告人许某某因琐事故意伤害被害人梁某某并致其轻伤，其行为已构成故意伤害罪。公诉机关指控被告人许某某犯故意伤害罪的事实清楚，证据确实、充分，指控的罪名成立，本院予以支持。被告人许某某对其犯罪行为给附带民事诉讼原告人梁某某造成的经济损失47446.17元应予以赔偿，但对附带民事诉讼原告人梁某某提出的其他高于本院认定的诉讼请求，或因不符合相关法律规定或未能提交相关的证据，本院不予支持；被告人许某某赔偿了被害人梁某某经济损失人民币3000元，有酌情从轻处罚情节。综上，对被告人许某某酌情从轻处罚。对被告人许某某提出的辩解意见，经查，被害人梁某某的陈述、证人资某某的证言及被告人许某某在公安机关的供述均证实了被告人许某某持铁铲殴打被害人梁某某的事实，其中被害人的陈述证实殴打到胸部位置的事实，被告人许某某的供述虽没有明确伤害位置，但有被害人梁某某当天的入院诊断记录、鉴定意见书等证据佐证，故对该辩解意见本院不予采纳。公诉机关提出对被告人许某某犯故意伤害罪在有期徒刑一年六个月以下处刑的量刑建议适当，本院予以采纳。据此，依照中华人民共和国刑法 >>>>>>>>>>> 2
广东省查处生产销售假冒伪劣商品违法行为条例 >>>>>>>>>>> 2
最高人民法院、最高检察院 >>>>>>>>>>> 2
土地管理法实施条例 >>>>>>>>>>> 2
公司登记管理条例 >>>>>>>>>>> 2
说明 >>>>>>>>>>> 2
关于审理道路交通损害赔偿案件的司法解释 >>>>>>>>>>> 2
最高人民法院、最高人民检察院<关于办理污染环境刑事案件适用法律若干问题的解释> >>>>>>>>>>> 2
最高人民法院关于执行有关问题的通知 >>>>>>>>>>> 2
2013年高等学校招生全国统一考试考务工作规定 >>>>>>>>>>> 2
最高人民法院关于在裁判文书中如何表述修正前后刑法条文的批复 >>>>>>>>>>> 2
最高人民法院最高人民检察院﹤关于办理敲诈勒索案件适用法律若干问题的解释﹥ >>>>>>>>>>> 2
最高人民法院、最高人民检察院〈关于办理贿赂刑事案件适应法律若干问题的解释〉 >>>>>>>>>>> 2
关于井湖村环湖拆迁安置房办理有关证件问题的函 >>>>>>>>>>> 2
损害赔偿案件适用法律若干问题的解释 >>>>>>>>>>> 2
关于办理走私、非法买卖麻黄碱类复方制剂等刑事案件适用法律若干问题意见 >>>>>>>>>>> 2
公约 >>>>>>>>>>> 2
最高人民法院、最高人民检察院关于办理生产销售假药劣药刑事案件具体应用法律若干问题的解释 >>>>>>>>>>> 2
建设工程安全管理条例 >>>>>>>>>>> 2
江西省高级人民法院、江西省人民检察院关于江西省办理诈骗刑事案件执行具体数额标准的规定 >>>>>>>>>>> 2
关于办理国有出资企业中职务犯罪具体应用法律若干问题的意见 >>>>>>>>>>> 2
关于办理走私刑事案件适用法律若干问题的意见 >>>>>>>>>>> 2
最高人民法院关于适用﹤中华人民共和国保险法﹥若干问题解释（二） >>>>>>>>>>> 2
机动车驾驶申领和使用规定 >>>>>>>>>>> 2
工程承包合同 >>>>>>>>>>> 2
关于依法正确适用和执行非监禁刑的指导意见（试行） >>>>>>>>>>> 2
关于办理贫污贿赂刑事案件适用法律若干问题的解释 >>>>>>>>>>> 2
关于办理非法制造、买卖运输、储存毒鼠强等禁用剧毒化学品刑事案件具体应用法律若干问题的解释 >>>>>>>>>>> 2
本院认为，被告人成某为谋取不正当利益，伙同他人或单独给予国有事业单位的工作人员钱财，其行为已构成行贿罪。公诉机关指控的罪名成立。被告人成某等人将违法所得用于行贿，情节严重，应依法惩处。在公诉机关指控的第1、3笔共同行贿的犯罪中，被告人成某起了主要作用，应当按照其参与的全部犯罪处罚。被告人成某在被追诉前主动交待了自己和肖某某向时任京港澳临长高速公路管理处羊楼司收费站收费班班长的邱某某和自己单独向邱某某和时任临湘收费站收费员的罗某行贿的全部犯罪事实，可以减轻处罚；被告人成某自愿认罪，可以酌情从轻处罚；根据被告人成某的犯罪情节与悔罪表现，可以对其宣告缓刑。责令被告人成某接受社区矫正，服从社区矫正组织的管理教育。依照中华人民共和国刑法 >>>>>>>>>>> 2
国务院殡葬管理条例 >>>>>>>>>>> 2
最高人民法院关于审理非法采伐国家重点保护植物刑事案件具体应用法律若干问题的解释 >>>>>>>>>>> 2
最高人民检察院关于对林业主管部门工作人员在发放林木采伐许可证之外滥用职权玩忽职守致使森林遭受严重破坏的行为适用法律问题的批复 >>>>>>>>>>> 2
全国人大常委会关于﹤中华人民共和国刑法﹥第二百六十六条的解释 >>>>>>>>>>> 2
中华人民共和国刑事事诉讼法 >>>>>>>>>>> 2
最高人民法院关于具体应用法律若干问题的解释 >>>>>>>>>>> 2
最高人民法院关于适用〈全国人民代表大会常务委员会关于惩治虚开、伪造和非法出售用于抵扣税款发票犯罪的决定〉的若干问题的解释 >>>>>>>>>>> 2
河南省道路安全条例 >>>>>>>>>>> 2
诉讼费用交纳办法 >>>>>>>>>>> 2
规定 >>>>>>>>>>> 2
道路交通事故赔偿解释 >>>>>>>>>>> 2
本院认为，被告人张某某违反交通运输管理法规，醉酒后在道路上驾驶机动车，其行为危害了公共安全，已构成危险驾驶罪，应予处罚。公诉机关指控罪名成立。被告人张某某到案后能够如实供述自己的罪行，当庭自愿认罪，予以从轻处罚。依照中华人民共和国刑法 >>>>>>>>>>> 2
最高人民法院关于适用解释 >>>>>>>>>>> 2
被盗财物价格认定规则（试行） >>>>>>>>>>> 2
草原法 >>>>>>>>>>> 2
关于人民法院合议庭工作的若干规定 >>>>>>>>>>> 2
最高人民法院、最高人民检察院、司法部关于简易程序审理公诉案件的若干意见 >>>>>>>>>>> 2
关于办理行贿贿赂刑事案件适用法律若干问题的解释 >>>>>>>>>>> 2
最高人民法院、最高人民检察院关于办理诈骗罪刑事案件具体应用法律若干问题的解释 >>>>>>>>>>> 2
关于执行＜全国人民代表大会常务委员会关于禁毒的决定＞的若干问题的解释 >>>>>>>>>>> 2
关于<中华人民共和国刑法>第三十条的解释 >>>>>>>>>>> 2
最高人民法院关于审理、犯罪所得收益刑事案件适用法律若干问题的解释 >>>>>>>>>>> 2
最高人民法院、最高人民检察院关于办理侵犯知识产权刑事案件适用法律若干问题的解释 >>>>>>>>>>> 2
最高人民法院、最高人民检察院关于办理盗窃数额刑事案件适用法律若干问题的解释 >>>>>>>>>>> 2
刑法修正案 >>>>>>>>>>> 2
海南经济特区土地管理条例 >>>>>>>>>>> 2
关于适用刑法有关条款数额，情节标准的意见（试行） >>>>>>>>>>> 2
刑法修正案（四） >>>>>>>>>>> 2
全国人民代表表大会常务委员会关于﹤中华人民共和国刑法﹥第九十三条第二款的解释 >>>>>>>>>>> 2
广东省高级人民法院关于审理刑事附带民事诉讼案例若干问题的指导意见 >>>>>>>>>>> 2
禁止非法生产销售使用窃听专用器材和“伪基站”设备的规定 >>>>>>>>>>> 2
关于在国有资本控股、参股的股份有限公司中从事管理工作的人员利用职务便利非法占有本公司财物如何定罪问题的批复 >>>>>>>>>>> 2
最高人民法院、＞ >>>>>>>>>>> 2
最高人民法院关于审理非法制造买卖运输枪支弹药炸物等刑事案件具体应用法律若干问题的解释 >>>>>>>>>>> 2
关于办理侵犯知识产权刑事案件适用法律若干问题的解释 >>>>>>>>>>> 2
最高人民法院、最高人民检察院、公安部＜关于办理利用赌博机开设赌场案件适用法律若干问题的意见＞第二条第二款第（一）项，第三条第一款第（四）项、第（五）项 >>>>>>>>>>> 2
福建省实施〈中华人民共和国道路交通安全法〉办法 >>>>>>>>>>> 2
关于适用普通程序审理公诉案件的若干意见 >>>>>>>>>>> 2
全国人大常委会关于＜中华人民共和国刑法＞第一百五十八条、第一百五十九条 >>>>>>>>>>> 2
最高人民法院、最高人民检察院、公安部﹤关于办理走私、非法买卖麻黄碱类复方制剂等刑事案件适用法律若干问题的意见﹥ >>>>>>>>>>> 2
最高人民法院、最高人民检察院关于办理与盗窃、掩饰、诈骗、抢夺机动车相关刑事案件具体应用法律若干问题的解释 >>>>>>>>>>> 2
检察机关办理刑事案件程序规定 >>>>>>>>>>> 2
野生动物及其产品（制品）价格认定规则 >>>>>>>>>>> 2
农业基本建设项目管理办法 >>>>>>>>>>> 2
最高人民法院、最高人民检察院关于审理盗案件具体应用法律若干问题的解释 >>>>>>>>>>> 2
中华人民共和国明法通则 >>>>>>>>>>> 2
鉴定人资格证书 >>>>>>>>>>> 2
内蒙古自治区道路交通事故损害赔偿项目和计算方法 >>>>>>>>>>> 2
江西省高级人民法院江西省人民检察院江西省公安厅关于办理破坏森林资源刑事案件若干问题的规定 >>>>>>>>>>> 2
关于处理自首立功适用法律若干问题的解释 >>>>>>>>>>> 2
